eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
booknlp,COREF,773,I,178604,178605,16,651,9,M_2673,"If I did that I shouldn't know the difference between right and wrong.""","Si je m'y laissais entrainer, il me serait desormais impossible de percevoir aucune difference entre le bien et le mal.",1761,aligned,193132,193251,178590,178660,"Si je m'y laissais entrainer, il me serait desormais impossible de percevoir aucune difference entre le bien et le mal.
","If I did that I shouldn't know the
difference between right and wrong.""","['je', ""j'""]","[('je', 193135, 193137)]"
booknlp,COREF,135,I,178664,178665,7,652,9,M_2674,"""I've been through all that,"" said Dr. Bull,","'-- J'ai passe par la aussi, dit le docteur Bull,",1764,aligned,193253,193301,178664,178707,"-- J'ai passe par la aussi, dit le docteur Bull, ","I've been through all that,"" said Dr. Bull, ","['je', ""j'""]","[(""j'"", 193256, 193258)]"
exp,exp_name,dr. bull,Dr. Bull,178698,178706,7,652,9,M_2675,"""I've been through all that,"" said Dr. Bull,","'-- J'ai passe par la aussi, dit le docteur Bull,",1764,aligned,193253,193301,178664,178707,"-- J'ai passe par la aussi, dit le docteur Bull, ","I've been through all that,"" said Dr. Bull, ",['Dr Bull'],"[(None, None, None)]"
booknlp,COREF,135,I,178713,178714,7,652,9,M_2676,"""and I've made up my mind.""",et ma decision est prise.,1766,aligned,193302,193327,178709,178734,et ma decision est prise. ,"and I've made up my mind.
","['je', ""j'""]","[(None, None, None)]"
booknlp,COREF,135,my,178726,178728,7,652,9,M_2677,"""and I've made up my mind.""",et ma decision est prise.,1766,aligned,193302,193327,178709,178734,et ma decision est prise. ,"and I've made up my mind.
","['mon', 'ma', 'mes']","[('ma', 193305, 193307)]"
booknlp,COREF,135,I,178735,178736,7,652,9,M_2678,"""I gave my promise to the Secretary""",J'ai fait une promesse au secretaire...,1765,aligned,193328,193367,178735,178769,J'ai fait une promesse au secretaire... ,I gave my promise to the Secretary ,"['je', ""j'""]","[(""j'"", 193328, 193330)]"
booknlp,COREF,135,my,178742,178744,7,652,9,M_2679,"""I gave my promise to the Secretary""",J'ai fait une promesse au secretaire...,1765,aligned,193328,193367,178735,178769,J'ai fait une promesse au secretaire... ,I gave my promise to the Secretary ,"['mon', 'ma', 'mes']","[(None, None, None)]"
pdnc,qID,Q402-1,the Secretary,178756,178769,24,652,9,M_2680,"""I gave my promise to the Secretary""",J'ai fait une promesse au secretaire...,1765,aligned,193328,193367,178735,178769,J'ai fait une promesse au secretaire... ,I gave my promise to the Secretary ,['le secretaire'],"[(None, None, None)]"
pdnc,qID,Q402-1,you,178770,178773,9,652,9,M_2681,"""you know him, man who smiles upside down.""","vous savez, l'homme au rictus.",1762,aligned,193368,193398,178770,178811,"vous savez, l'homme au rictus. ","you know him, man who smiles upside
down. ","['tu', 'vous']","[('vous', 193368, 193372)]"
pdnc,qID,Q402-1,him,178779,178782,24,652,9,M_2682,"""you know him, man who smiles upside down.""","vous savez, l'homme au rictus.",1762,aligned,193368,193398,178770,178811,"vous savez, l'homme au rictus. ","you know him, man who smiles upside
down. ",['lui'],"[(None, None, None)]"
booknlp,COREF,135,My,178812,178814,7,652,9,M_2683,"""My friends, that man is the most utterly unhappy man that was ever human.""","Cet homme, mes amis, est le plus malheureux des mortels.",1763,aligned,193399,193455,178812,178885,"Cet homme, mes amis, est le plus malheureux des mortels. ","My friends, that man is the most utterly unhappy man that was
ever human. ",['Mon'],"[(None, None, None)]"
pdnc,qID,Q402-1,that man,178824,178832,24,652,9,M_2684,"""My friends, that man is the most utterly unhappy man that was ever human.""","Cet homme, mes amis, est le plus malheureux des mortels.",1763,aligned,193399,193455,178812,178885,"Cet homme, mes amis, est le plus malheureux des mortels. ","My friends, that man is the most utterly unhappy man that was
ever human. ",['cet homme'],"[('cet homme', 193399, 193408)]"
pdnc,qID,Q402-1,his,178896,178899,24,652,9,M_2685,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ","['son', 'sa', 'ses', 'le sien']","[('son', 193488, 193491), ('sa', 193506, 193508), ('sa', 193540, 193542), ('ses', 193524, 193527)]"
pdnc,qID,Q402-1,his,178914,178917,24,652,9,M_2686,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ","['son', 'sa', 'ses', 'le sien']","[('son', 193488, 193491), ('sa', 193506, 193508), ('sa', 193540, 193542), ('ses', 193524, 193527)]"
pdnc,qID,Q402-1,his,178933,178936,24,652,9,M_2687,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ","['son', 'sa', 'ses', 'le sien']","[('son', 193488, 193491), ('sa', 193506, 193508), ('sa', 193540, 193542), ('ses', 193524, 193527)]"
pdnc,qID,Q402-1,his,178948,178951,24,652,9,M_2688,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ","['son', 'sa', 'ses', 'le sien']","[('son', 193488, 193491), ('sa', 193506, 193508), ('sa', 193540, 193542), ('ses', 193524, 193527)]"
pdnc,qID,Q402-1,he's,178984,178988,24,652,9,M_2689,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ",['Il est'],"[(None, None, None)]"
pdnc,qID,Q402-1,he's,178997,179001,24,652,9,M_2690,"It may be his digestion, or his conscience, or his nerves, or his philosophy of the universe, but he's damned, he's in hell!","Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. ~~~ Eh bien !",1767,aligned,193456,193603,178886,179010,"Je ne sais si cela lui vient de son estomac ou de sa conscience, de ses nerfs ou de sa philosophie, mais c'est un damne, il vit en enfer. Eh bien ! ","It may be his digestion, or his conscience, or his nerves,
or his philosophy of the universe, but he's damned, he's in hell! ",['Il est'],"[(None, None, None)]"
booknlp,COREF,135,I,179017,179018,7,652,9,M_2691,"Well, I can't turn on a man like that, and hunt him down. ~~~ It's like whipping a leper.",je ne puis me retourner contre cet homme et lui donner la chasse ; autant vaudrait fouetter un lepreux.,1768,aligned,193604,193707,179011,179096,je ne puis me retourner contre cet homme et lui donner la chasse ; autant vaudrait fouetter un lepreux. ,"Well,
I can't turn on a man like that, and hunt him down. It's like whipping
a leper. ","['je', ""j'""]","[('je', 193604, 193606)]"
pdnc,qID,Q402-1,him,179059,179062,24,652,9,M_2692,"Well, I can't turn on a man like that, and hunt him down. ~~~ It's like whipping a leper.",je ne puis me retourner contre cet homme et lui donner la chasse ; autant vaudrait fouetter un lepreux.,1768,aligned,193604,193707,179011,179096,je ne puis me retourner contre cet homme et lui donner la chasse ; autant vaudrait fouetter un lepreux. ,"Well,
I can't turn on a man like that, and hunt him down. It's like whipping
a leper. ",['lui'],"[('lui', 193648, 193651)]"
booknlp,COREF,135,I,179097,179098,7,652,9,M_2693,"I may be mad, but that's how I feel; and there's jolly well the end of it.""","Peut-etre suis-je fou, mais telle est ma folie, et voila tout.",1769,aligned,193708,193770,179097,179171,"Peut-etre suis-je fou, mais telle est ma folie, et voila tout.
","I may be mad, but that's how I feel; and there's jolly well
the end of it.""","['je', ""j'""]","[('je', 193723, 193725)]"
booknlp,COREF,135,I,179126,179127,7,652,9,M_2694,"I may be mad, but that's how I feel; and there's jolly well the end of it.""","Peut-etre suis-je fou, mais telle est ma folie, et voila tout.",1769,aligned,193708,193770,179097,179171,"Peut-etre suis-je fou, mais telle est ma folie, et voila tout.
","I may be mad, but that's how I feel; and there's jolly well
the end of it.""","['je', ""j'""]","[('je', 193723, 193725)]"
booknlp,COREF,116,I,179175,179176,9,653,9,M_2695,"""I don't think you're mad,"" said Syme.","'-- Je ne crois pas que vous soyez fou, assura Syme.'",1770,aligned,193772,193823,179175,179212,"-- Je ne crois pas que vous soyez fou, assura Syme. ","I don't think you're mad,"" said Syme. ","['je', ""j'""]","[('je', 193775, 193777)]"
pdnc,qID,Q403-0,you're,179189,179195,7,653,9,M_2696,"""I don't think you're mad,"" said Syme.","'-- Je ne crois pas que vous soyez fou, assura Syme.'",1770,aligned,193772,193823,179175,179212,"-- Je ne crois pas que vous soyez fou, assura Syme. ","I don't think you're mad,"" said Syme. ",['tu es'],"[(None, None, None)]"
exp,exp_name,syme,Syme,179207,179211,9,653,9,M_2697,"""I don't think you're mad,"" said Syme.","'-- Je ne crois pas que vous soyez fou, assura Syme.'",1770,aligned,193772,193823,179175,179212,"-- Je ne crois pas que vous soyez fou, assura Syme. ","I don't think you're mad,"" said Syme. ",['Symer'],"[(None, None, None)]"
booknlp,COREF,116,I,179214,179215,9,653,9,M_2698,"""I knew you would decide like that when first you ""","'Je savais que vous decideriez en ce sens, quand...'",1771,aligned,193824,193874,179214,179262,"Je savais que vous decideriez en ce sens, quand...
","I knew you would decide like
that when first you ","['je', ""j'""]","[('je', 193824, 193826)]"
pdnc,qID,Q403-1,you,179221,179224,7,653,9,M_2699,"""I knew you would decide like that when first you ""","'Je savais que vous decideriez en ce sens, quand...'",1771,aligned,193824,193874,179214,179262,"Je savais que vous decideriez en ce sens, quand...
","I knew you would decide like
that when first you ","['tu', 'vous']","[('vous', 193838, 193842)]"
pdnc,qID,Q403-1,you,179259,179262,7,653,9,M_2700,"""I knew you would decide like that when first you ""","'Je savais que vous decideriez en ce sens, quand...'",1771,aligned,193824,193874,179214,179262,"Je savais que vous decideriez en ce sens, quand...
","I knew you would decide like
that when first you ","['tu', 'vous']","[('vous', 193838, 193842)]"
exp,exp_name,dr. bull,Dr. Bull,179277,179285,7,654,9,M_2701,"""Eh?"" said Dr. Bull.",'-- Quand donc ? demanda Bull.',1772,aligned,193876,193905,179267,179286,"-- Quand donc ? demanda Bull.
","Eh?"" said Dr. Bull.
",['Dr Bull'],"[(None, None, None)]"
pdnc,qID,Q405-0,you,179300,179303,7,655,9,M_2702,"""When first you took off your spectacles.""",'-- Quand vous avez ote vos lunettes.',1773,aligned,193907,193943,179289,179329,"-- Quand vous avez ote vos lunettes.
","When first you took off your spectacles.""","['tu', 'vous']","[('vous', 193916, 193920)]"
pdnc,qID,Q405-0,your,179313,179317,7,655,9,M_2703,"""When first you took off your spectacles.""",'-- Quand vous avez ote vos lunettes.',1773,aligned,193907,193943,179289,179329,"-- Quand vous avez ote vos lunettes.
","When first you took off your spectacles.""","['ton', 'ta', 'tes', 'votre', 'vos']","[('vos', 193930, 193933)]"
exp,exp_name,dr. bull,Dr. Bull,179332,179340,7,656,9,M_2704,"""Dr. Bull smiled a little, and strolled across the deck to look at the sunlit sea.'","'Le docteur sourit, et traversa le pont pour regarder la mer ensoleillee.'",1774,aligned,193945,194017,179332,179413,"Le docteur sourit, et traversa le pont pour regarder la mer ensoleillee. ","Dr. Bull smiled a little, and strolled across the deck to look at the
sunlit sea. ",['Dr Bull'],"[(None, None, None)]"
booknlp,COREF,135,he,179419,179421,7,656,9,M_2705,"Then he strolled back again, kicking his heels carelessly, and a companionable silence fell between the three men.","Puis, il revint aupres de ses compagnons de voyage, en frappant du talon avec insouciance et il se fit entre les trois un amical silence.",1775,aligned,194018,194155,179414,179528,"Puis, il revint aupres de ses compagnons de voyage, en frappant du talon avec insouciance et il se fit entre les trois un amical silence.
","Then he strolled back again, kicking his heels carelessly,
and a companionable silence fell between the three men.
",['il'],"[('il', 194024, 194026), ('il', 194111, 194113)]"
booknlp,COREF,135,his,179451,179454,7,656,9,M_2706,"Then he strolled back again, kicking his heels carelessly, and a companionable silence fell between the three men.","Puis, il revint aupres de ses compagnons de voyage, en frappant du talon avec insouciance et il se fit entre les trois un amical silence.",1775,aligned,194018,194155,179414,179528,"Puis, il revint aupres de ses compagnons de voyage, en frappant du talon avec insouciance et il se fit entre les trois un amical silence.
","Then he strolled back again, kicking his heels carelessly,
and a companionable silence fell between the three men.
","['son', 'sa', 'ses', 'le sien']","[('ses', 194044, 194047)]"
exp,exp_name,syme,Syme,179543,179547,9,657,9,M_2707,"""Well,"" said Syme, ""it seems that we have all the same kind of morality or immorality, so we had better face the fact that comes of it.""","'-- Eh bien, dit Syme, il me semble que nous avons, tous les trois, le meme genre de moralite ou d'immoralite. Nous n'avons donc qu'a envisager le resultat pratique de cette concordance.'",1776,aligned,194157,194342,179531,179665,"-- Eh bien, dit Syme, il me semble que nous avons, tous les trois, le meme genre de moralite ou d'immoralite. Nous n'avons donc qu'a envisager le resultat pratique de cette concordance.
","Well,"" said Syme, ""it seems that we have all the same kind of morality
or immorality, so we had better face the fact that comes of it.""",['Symer'],"[(None, None, None)]"
exp,exp_name,the professor,the Professor,179684,179697,16,658,9,M_2708,"""Yes,"" assented the Professor, ""you're quite right; and we must hurry up, for I can see the Grey Nose standing out from France.""","'-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.'",1777,aligned,194344,194468,179669,179795,"-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.
","Yes,"" assented the Professor, ""you're quite right; and we must hurry
up, for I can see the Grey Nose standing out from France.""",['le professeur'],"[('le professeur', 194356, 194369)]"
pdnc,qID,Q407-1,you're,179700,179706,9,658,9,M_2709,"""Yes,"" assented the Professor, ""you're quite right; and we must hurry up, for I can see the Grey Nose standing out from France.""","'-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.'",1777,aligned,194344,194468,179669,179795,"-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.
","Yes,"" assented the Professor, ""you're quite right; and we must hurry
up, for I can see the Grey Nose standing out from France.""",['tu es'],"[(None, None, None)]"
booknlp,COREF,773,I,179746,179747,16,658,9,M_2710,"""Yes,"" assented the Professor, ""you're quite right; and we must hurry up, for I can see the Grey Nose standing out from France.""","'-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.'",1777,aligned,194344,194468,179669,179795,"-- Oui, fit le professeur, vous avez raison. Les evenements, du reste, vont se precipiter, car je vois deja le cap Gris-Nez.
","Yes,"" assented the Professor, ""you're quite right; and we must hurry
up, for I can see the Grey Nose standing out from France.""","['je', ""j'""]","[('je', 194439, 194441)]"
exp,exp_name,syme,Syme,179832,179836,9,659,9,M_2711,"""The fact that comes of it,"" said Syme seriously, ""is this, that we three are alone on this planet.""","'Syme reprit : -- Le resultat, c'est que nous sommes, tous les trois, isoles sur cette planete.'",1778,aligned,194470,194565,179799,179897,"Syme reprit :

-- Le resultat, c'est que nous sommes, tous les trois, isoles sur cette planete. ","The fact that comes of it,"" said Syme seriously, ""is this, that we
three are alone on this planet. ",['Symer'],"[(None, None, None)]"
pdnc,qID,Q408-1,Gogol,179898,179903,10,659,9,M_2712,"Gogol has gone, God knows where; perhaps the President has smashed him like a fly.","Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche.",1779,aligned,194566,194656,179898,179980,"Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche. ","Gogol has gone, God knows where;
perhaps the President has smashed him like a fly. ",['Gogol'],"[('Gogol', 194566, 194571)]"
pdnc,qID,Q408-1,the President,179939,179952,19,659,9,M_2713,"Gogol has gone, God knows where; perhaps the President has smashed him like a fly.","Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche.",1779,aligned,194566,194656,179898,179980,"Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche. ","Gogol has gone, God knows where;
perhaps the President has smashed him like a fly. ",['le president'],"[('le president', 194606, 194618)]"
pdnc,qID,Q408-1,him,179965,179968,10,659,9,M_2714,"Gogol has gone, God knows where; perhaps the President has smashed him like a fly.","Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche.",1779,aligned,194566,194656,179898,179980,"Gogol est Dieu sait ou, si tant est que le President ne l'ait pas ecrase comme une mouche. ","Gogol has gone, God knows where;
perhaps the President has smashed him like a fly. ",['lui'],"[(None, None, None)]"
exp,exp_name,the professor,the Professor,180246,180259,16,660,9,M_2715,"""Because one of those other three men,"" said the Professor, ""is not a man.""","-- Parce que l'un des Trois auxquels nous avons affaire, interrompit le professeur, n'est pas un homme.",1782,aligned,194951,195054,180202,180275,"-- Parce que l'un des Trois auxquels nous avons affaire, interrompit le professeur, n'est pas un homme.
","Because one of those other three men,"" said the Professor, ""is not a
man.""",['le professeur'],"[('le professeur', 195020, 195033)]"
exp,exp_name,syme,Syme,180278,180282,9,661,9,M_2716,"Syme nodded and was silent for a second or two, then he said ""My idea is this.","Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit : -- Voici mon idee.",1781,aligned,195056,195155,180278,180358,"Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit :

-- Voici mon idee. ","Syme nodded and was silent for a second or two, then he said 

""My idea is this. ",['Symer'],"[(None, None, None)]"
booknlp,COREF,116,he,180331,180333,9,661,9,M_2717,"Syme nodded and was silent for a second or two, then he said ""My idea is this.","Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit : -- Voici mon idee.",1781,aligned,195056,195155,180278,180358,"Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit :

-- Voici mon idee. ","Syme nodded and was silent for a second or two, then he said 

""My idea is this. ",['il'],"[('il', 195127, 195129)]"
booknlp,COREF,116,My,180342,180344,9,662,9,M_2718,"Syme nodded and was silent for a second or two, then he said ""My idea is this.","Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit : -- Voici mon idee.",1781,aligned,195056,195155,180278,180358,"Syme approuva de la tete, et, apres un silence d'une ou deux secondes, il dit :

-- Voici mon idee. ","Syme nodded and was silent for a second or two, then he said 

""My idea is this. ",['Mon'],"[('Mon', 195146, 195149)]"
pdnc,qID,Q410-0,the Marquis,180388,180399,12,662,9,M_2719,We must do something to keep the Marquis in Calais till tomorrow midday.,Faisons tout ce qu'il nous sera possible de faire pour retenir le marquis a Calais jusqu'a demain a midi.,1783,aligned,195156,195261,180359,180431,Faisons tout ce qu'il nous sera possible de faire pour retenir le marquis a Calais jusqu'a demain a midi. ,"We must do something to keep the Marquis in Calais
till tomorrow midday. ",['le marquis'],"[('le marquis', 195219, 195229)]"
booknlp,COREF,116,I,180432,180433,9,662,9,M_2720,I have turned over twenty schemes in my head.',J'ai retourne une vingtaine de projets dans ma tete.,1784,aligned,195262,195314,180432,180477,J'ai retourne une vingtaine de projets dans ma tete. ,I have turned over twenty schemes in my head. ,"['je', ""j'""]","[(""j'"", 195262, 195264)]"
booknlp,COREF,116,my,180469,180471,9,662,9,M_2721,I have turned over twenty schemes in my head.',J'ai retourne une vingtaine de projets dans ma tete.,1784,aligned,195262,195314,180432,180477,J'ai retourne une vingtaine de projets dans ma tete. ,I have turned over twenty schemes in my head. ,"['mon', 'ma', 'mes']","[('ma', 195306, 195308)]"
booknlp,COREF,712,him,180497,180500,12,662,9,M_2722,We cannot denounce him as a dynamiter; that is agreed.,Il est entendu que nous ne pouvons le denoncer comme dynamiteur.,1786,aligned,195315,195379,180478,180532,Il est entendu que nous ne pouvons le denoncer comme dynamiteur. ,"We
cannot denounce him as a dynamiter; that is agreed. ",['lui'],"[(None, None, None)]"
pdnc,qID,Q410-0,him,180547,180550,12,662,9,M_2723,"We cannot get him detained on some trivial charge, for we should have to appear; he knows us, and he would smell a rat.","Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche.",1787,aligned,195380,195540,180533,180652,"Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche. ","We cannot get him
detained on some trivial charge, for we should have to appear; he knows
us, and he would smell a rat. ",['lui'],"[(None, None, None)]"
pdnc,qID,Q410-0,he,180614,180616,12,662,9,M_2724,"We cannot get him detained on some trivial charge, for we should have to appear; he knows us, and he would smell a rat.","Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche.",1787,aligned,195380,195540,180533,180652,"Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche. ","We cannot get him
detained on some trivial charge, for we should have to appear; he knows
us, and he would smell a rat. ",['il'],"[('il', 195450, 195452), ('il', 195500, 195502), ('il', 195517, 195519)]"
pdnc,qID,Q410-0,he,180631,180633,12,662,9,M_2725,"We cannot get him detained on some trivial charge, for we should have to appear; he knows us, and he would smell a rat.","Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche.",1787,aligned,195380,195540,180533,180652,"Nous ne pouvons pas davantage l'accuser de quelque moindre crime, car il nous faudrait comparaitre en justice, et puis, il nous connait, il eventerait la meche. ","We cannot get him
detained on some trivial charge, for we should have to appear; he knows
us, and he would smell a rat. ",['il'],"[('il', 195450, 195452), ('il', 195500, 195502), ('il', 195517, 195519)]"
pdnc,qID,Q410-0,him,180679,180682,12,662,9,M_2726,"We cannot pretend to keep him on anarchist business; he might swallow much in that way, but not the notion of stopping in Calais while the Czar went safely through Paris.","Quant a l'immobiliser sous pretexte de nouvelles combinaisons anarchistes, sans doute il avalerait bien des couleuvres de cette couleur-la, mais consentirait-il jamais a rester a Calais tandis que le Tsar irait a Paris, en toute securite ?",1788,aligned,195541,195780,180653,180823,"Quant a l'immobiliser sous pretexte de nouvelles combinaisons anarchistes, sans doute il avalerait bien des couleuvres de cette couleur-la, mais consentirait-il jamais a rester a Calais tandis que le Tsar irait a Paris, en toute securite ? ","We cannot pretend to keep him on
anarchist business; he might swallow much in that way, but not the
notion of stopping in Calais while the Czar went safely through Paris.
",['lui'],"[(None, None, None)]"
pdnc,qID,Q410-0,he,180706,180708,12,662,9,M_2727,"We cannot pretend to keep him on anarchist business; he might swallow much in that way, but not the notion of stopping in Calais while the Czar went safely through Paris.","Quant a l'immobiliser sous pretexte de nouvelles combinaisons anarchistes, sans doute il avalerait bien des couleuvres de cette couleur-la, mais consentirait-il jamais a rester a Calais tandis que le Tsar irait a Paris, en toute securite ?",1788,aligned,195541,195780,180653,180823,"Quant a l'immobiliser sous pretexte de nouvelles combinaisons anarchistes, sans doute il avalerait bien des couleuvres de cette couleur-la, mais consentirait-il jamais a rester a Calais tandis que le Tsar irait a Paris, en toute securite ? ","We cannot pretend to keep him on
anarchist business; he might swallow much in that way, but not the
notion of stopping in Calais while the Czar went safely through Paris.
",['il'],"[('il', 195627, 195629), ('il', 195699, 195701)]"
pdnc,qID,Q410-0,him,180847,180850,12,662,9,M_2728,"We might try to kidnap him, and lock him up ourselves; but he is a well-known man here.","L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais.",1794,aligned,195781,195868,180824,180911,"L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais. ","We might try to kidnap him, and lock him up ourselves; but he is a
well-known man here. ",['lui'],"[(None, None, None)]"
pdnc,qID,Q410-0,him,180861,180864,12,662,9,M_2729,"We might try to kidnap him, and lock him up ourselves; but he is a well-known man here.","L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais.",1794,aligned,195781,195868,180824,180911,"L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais. ","We might try to kidnap him, and lock him up ourselves; but he is a
well-known man here. ",['lui'],"[(None, None, None)]"
pdnc,qID,Q410-0,he,180883,180885,12,662,9,M_2730,"We might try to kidnap him, and lock him up ourselves; but he is a well-known man here.","L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais.",1794,aligned,195781,195868,180824,180911,"L'enlever, l'enfermer, le garder a vue : j'y ai pense. Mais il est bien connu a Calais. ","We might try to kidnap him, and lock him up ourselves; but he is a
well-known man here. ",['il'],"[('il', 195841, 195843)]"
pdnc,qID,Q410-0,He,180912,180914,12,662,9,M_2731,"He has a whole bodyguard of friends; he is very strong and brave, and the event is doubtful.","Il a toute une garde du corps d'amis. Il est tres fort et tres brave. ~~~ L'issue serait, pour nous, bien douteuse.",1789,aligned,195869,195980,180912,181004,"Il a toute une garde du corps d'amis. Il est tres fort et tres brave. L'issue serait, pour nous, bien douteuse. ","He has a whole bodyguard of friends; he is very
strong and brave, and the event is doubtful. ",['Il'],"[('Il', 195869, 195871), ('Il', 195907, 195909)]"
pdnc,qID,Q410-0,he,180949,180951,12,662,9,M_2732,"He has a whole bodyguard of friends; he is very strong and brave, and the event is doubtful.","Il a toute une garde du corps d'amis. Il est tres fort et tres brave. ~~~ L'issue serait, pour nous, bien douteuse.",1789,aligned,195869,195980,180912,181004,"Il a toute une garde du corps d'amis. Il est tres fort et tres brave. L'issue serait, pour nous, bien douteuse. ","He has a whole bodyguard of friends; he is very
strong and brave, and the event is doubtful. ",['il'],"[('il', 195869, 195871), ('il', 195907, 195909)]"
booknlp,COREF,116,I,181020,181021,9,662,9,M_2733,The only thing I can see to do is actually to take advantage of the very things that are in the Marquis's favour.,"Il faut, c'est le seul moyen qui m'apparaisse, nous prevaloir precisement des avantages du marquis.",1790,aligned,195981,196080,181005,181118,"Il faut, c'est le seul moyen qui m'apparaisse, nous prevaloir precisement des avantages du marquis. ","The only thing I can see
to do is actually to take advantage of the very things that are in the
Marquis's favour. ","['je', ""j'""]","[(None, None, None)]"
