eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences,fr_text,fr_startByte,fr_endByte
exp,exp_name,alice,Alice,66210,66215,0,276,6,M_1484,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.",Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,691,aligned,71643,71738,66182,66287,Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.",['Alice'],"[('Alice', 71671, 71676)]",Alice,71670,71675
booknlp,COREF,249,its,66243,66246,41,276,6,M_1485,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.",Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,691,aligned,71643,71738,66182,66287,Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.","['son', 'sa', 'ses']","[('le', 71689, 71691)]",le,,
booknlp,COREF,249,it,66284,66286,41,276,6,M_1486,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.",Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,691,aligned,71643,71738,66182,66287,Le bebe grogna de nouveau. Alice le regarda au visage avec inquietude pour voir ce qu'il avait.,"The baby grunted again, and Alice looked very anxiously into its face to see what was the matter with it.","['il', 'elle', 'ce', 'ça']","[('il', 71749, 71751)]",il,,
exp,exp_name,alice,Alice,66454,66459,0,276,6,M_1487,"There could be no doubt that it had a _very_ turn-up nose, much more like a snout than a real nose; also its eyes were getting extremely small for a baby: altogether Alice did not like the look of the thing at all.","Sans contredit son nez etait tres-retrousse, et ressemblait bien plutot a un groin qu'a un vrai nez. Ses yeux aussi devenaient tres-petits pour un bebe. Enfin Alice ne trouva pas du tout de son gout l'aspect de ce petit etre.",690,aligned,71739,71964,66288,66502,"Sans contredit son nez etait tres-retrousse, et ressemblait bien plutot a un groin qu'a un vrai nez. Ses yeux aussi devenaient tres-petits pour un bebe. Enfin Alice ne trouva pas du tout de son gout l'aspect de ce petit etre.","There could be no doubt that it had a _very_ turn-up nose, much more like a snout than a real nose; also its eyes were getting extremely small for a baby: altogether Alice did not like the look of the thing at all.",['Alice'],"[('Alice', 71991, 71996)]",Alice,71898,71903
booknlp,COREF,40,she,66538,66541,0,276,6,M_1488,"""But perhaps it was only sobbing,"" she thought, and looked into its eyes again, to see if there were any tears. No, there were no tears.","<< Mais peut-etre sanglotait-il tout simplement, >> pensa-t-elle, et elle regarda de nouveau les yeux du bebe pour voir s'il n'y avait pas de larmes.",689,aligned,71965,72114,66503,66640,"<< Mais peut-etre sanglotait-il tout simplement, >> pensa-t-elle, et elle regarda de nouveau les yeux du bebe pour voir s'il n'y avait pas de larmes.","""But perhaps it was only sobbing,"" she thought, and looked into its eyes again, to see if there were any tears.

No, there were no tears.",['elle'],"[('elle', 72029, 72032), ('elle', 72051, 72054)]",elle,,
pdnc,qID,Q220-0,you,66645,66648,41,277,6,M_1489,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","['tu', 'vous']","[('tu', 72129, 72131), ('toi', 72190, 72193)]",tu,,
pdnc,qID,Q220-0,you,66645,66648,41,277,6,M_1489,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","['tu', 'vous']","[('tu', 72130, 72132), ('toi', 72207, 72210)]",tu,,
exp,exp_name,pig,pig,66673,66676,41,277,6,M_1490,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""",['cochon'],"[('porc', 72143, 72146)]",porc,,
exp,exp_name,pig,pig,66673,66676,41,277,6,M_1490,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.",['cochon'],"[('porc', 72155, 72159)]",porc,,
pdnc,qID,Q220-0,my dear,66678,66685,41,277,6,M_1491,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""",['Mon cher'],"[None, None, None]",,,
pdnc,qID,Q220-0,my dear,66678,66685,41,277,6,M_1491,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.",['Mon cher'],"[None, None, None]",,,
exp,exp_name,alice,Alice,66693,66698,0,277,6,M_1492,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""",['Alice'],"[('Alice', 72165, 72170)]",Alice,,
exp,exp_name,alice,Alice,66693,66698,0,277,6,M_1492,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.",['Alice'],"[('Alice', 72169, 72174)]",Alice,,
booknlp,COREF,40,I,66712,66713,0,277,6,M_1493,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","['je', ""j'""]","[('je', 72196, 72198)]",je,,
booknlp,COREF,40,I,66712,66713,0,277,6,M_1493,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","['je', ""j'""]","[('je', 72190, 72192)]",je,,
pdnc,qID,Q220-1,you,66746,66749,41,277,6,M_1494,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>",688,aligned,72119,72258,66641,66761,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi. Fais-y bien attention ! >>","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you. Mind now!""","['tu', 'vous']","[('tu', 72123, 72124), ('toi', 72190, 72193)]",tu,,
pdnc,qID,Q220-1,you,66746,66749,41,277,6,M_1494,"""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.",694,aligned,72119,72231,66641,66750,"<< Si tu vas te changer en porc, >> dit Alice tres-serieusement, << je ne veux plus rien avoir a faire avec toi.","""If you're going to turn into a pig, my dear,"" said Alice, seriously, ""I'll have nothing more to do with you.","['tu', 'vous']","[('tu', 72130, 72132)]",tu,,
exp,exp_name,alice,Alice,66888,66893,0,278,6,M_1495,"Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?",696,aligned,72421,72533,66888,66995,"Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?","Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""",['Alice'],"[('Alice', 72421, 72426)]",Alice,72421,72426
booknlp,COREF,40,herself,66925,66932,0,278,6,M_1496,"Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?",696,aligned,72421,72533,66888,66995,"Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?","Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","['elle-même', 'se', ""s'""]","[('elle-meme', 72457, 72466)]",elle-meme,,
booknlp,COREF,40,I,66948,66949,0,278,6,M_1497,"Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?",696,aligned,72421,72533,66888,66995,"Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?","Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","['je', ""j'""]","[('je', 72508, 72509)]",je,,
pdnc,qID,Q221-0,this creature,66961,66974,41,278,6,M_1498,"Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?",696,aligned,72421,72533,66888,66995,"Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?","Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""",['cette creature'],"[('cette creature', 72488, 72501)]",cette creature,72481,72495
booknlp,COREF,40,I,66980,66981,0,278,6,M_1499,"Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?",696,aligned,72421,72533,66888,66995,"Alice commencait a dire en elle-meme, << Mais, que faire de cette creature quand je l'aurai portee a la maison ?","Alice was just beginning to think to herself, ""Now, what am I to do with this creature when I get it home?""","['je', ""j'""]","[('je', 72507, 72509)]",je,,
booknlp,COREF,40,she,67038,67041,0,278,6,M_1500,"when it grunted again, so violently, that she looked down into its face in some alarm.",>> lorsqu'il grogna de nouveau si fort qu'elle regarda sa figure avec quelque inquietude.,697,aligned,72534,72623,66996,67082,>> lorsqu'il grogna de nouveau si fort qu'elle regarda sa figure avec quelque inquietude.,"when it grunted again, so violently, that she looked down into its face in some alarm.",['elle'],"[('elle', 72610, 72614)]",elle,72576,72580
booknlp,COREF,249,its,67059,67062,41,278,6,M_1501,"when it grunted again, so violently, that she looked down into its face in some alarm.",>> lorsqu'il grogna de nouveau si fort qu'elle regarda sa figure avec quelque inquietude.,697,aligned,72534,72623,66996,67082,>> lorsqu'il grogna de nouveau si fort qu'elle regarda sa figure avec quelque inquietude.,"when it grunted again, so violently, that she looked down into its face in some alarm.","['son', 'sa', 'ses']","[('sa', 72620, 72622)]",sa,72589,72591
exp,exp_name,time,time,67088,67092,22,278,6,M_1502,"This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.",698,aligned,72624,72763,67083,67243,"Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.","This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.",['temps'],"[('fois', 72624, 72628)]",fois,,
booknlp,COREF,249,it,67127,67129,41,278,6,M_1503,"This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.",698,aligned,72624,72763,67083,67243,"Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.","This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","['il', 'elle', 'ce', 'ça']","[('le', 72746, 72748)]",le,,
exp,exp_name,pig,pig,67167,67170,41,278,6,M_1504,"This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.",698,aligned,72624,72763,67083,67243,"Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.","This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.",['cochon'],"[('porc', 72688, 72692)]",porc,,
booknlp,COREF,40,she,67176,67179,0,278,6,M_1505,"This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.",698,aligned,72624,72763,67083,67243,"Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.","This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.",['elle'],"[('elle', 72726, 72730)]",elle,,
booknlp,COREF,40,her,67219,67222,0,278,6,M_1506,"This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.",698,aligned,72624,72763,67083,67243,"Cette fois il n'y avait pas a s'y tromper, c'etait un porc, ni plus ni moins, et elle comprit qu'il serait ridicule de le porter plus loin.","This time there could be _no_ mistake about it: it was neither more nor less than a pig, and she felt that it would be quite absurd for her to carry it further.","['elle', 'la', 'lui', 'sa', 'son', 'ses']","[('elle', 72710, 72714)]",elle,,
booknlp,COREF,40,she,67248,67251,0,279,6,M_1507,"So she set the little creature down, and felt quite relieved to see it trot away quietly into the wood.","Elle deposa donc par terre le petit animal, et se sentit toute soulagee de le voir trotter tranquillement vers le bois.",699,aligned,72765,72884,67245,67348,"Elle deposa donc par terre le petit animal, et se sentit toute soulagee de le voir trotter tranquillement vers le bois.","So she set the little creature down, and felt quite relieved to see it trot away quietly into the wood.",['elle'],"[('Elle', 72765, 72769)]",Elle,72765,72769
pdnc,qID,Q222-0,it,67353,67355,41,279,6,M_1508,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","['il', 'elle', 'ce', 'ça']","[('il', 72929, 72930), ('il', 72983, 72984)]",il,,
booknlp,COREF,40,she,67371,67374,0,279,6,M_1509,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""",['elle'],"[('se dit-elle', 72909, 72918)]",se dit-elle,72917,72921
booknlp,COREF,40,herself,67383,67390,0,279,6,M_1510,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","['elle-même', 'se', ""s'""]","[('se dit-elle', 72908, 72917)]",se dit-elle,,
pdnc,qID,Q222-1,it,67393,67395,41,279,6,M_1511,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","['il', 'elle', 'ce', 'ça']","[('il', 72916, 72918), ('il', 72969, 72971)]",il,,
pdnc,qID,Q222-1,it,67441,67443,41,279,6,M_1512,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","['il', 'elle', 'ce', 'ça']","[('il', 72915, 72917), ('il', 72969, 72971)]",il,,
exp,exp_name,pig,pig,67468,67471,41,279,6,M_1513,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""",['cochon'],"[('porc', 73007, 73011)]",porc,,
booknlp,COREF,40,I,67473,67474,0,279,6,M_1514,"""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.",700,aligned,72885,73024,67349,67482,"<< S'il avait grandi, >> se dit-elle, << il serait devenu un bien vilain enfant ; tandis qu'il fait un assez joli petit porc, il me semble.","""If it had grown up,"" she said to herself, ""it would have made a dreadfully ugly child: but it makes rather a handsome pig, I think.""","['je', ""j'""]","[('me', 73011, 73013)]",me,,
booknlp,COREF,40,she,67487,67490,0,279,6,M_1515,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""","Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.",701,aligned,73028,73203,67483,67649,"Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""",['elle'],"[('elle', 73034, 73038)]",elle,73034,73038
booknlp,COREF,40,she,67487,67490,0,279,6,M_1515,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. ~~~ Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.",702,aligned,73025,73356,67483,67753,">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",['elle'],"[('elle', 73035, 73038), ('elle', 73192, 73195)]",elle,,
booknlp,COREF,40,she,67526,67529,0,279,6,M_1516,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""","Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.",701,aligned,73028,73203,67483,67649,"Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""",['elle'],"[('elle', 73034, 73037)]",elle,73077,73081
booknlp,COREF,40,she,67526,67529,0,279,6,M_1516,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. ~~~ Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.",702,aligned,73025,73356,67483,67753,">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",['elle'],"[('elle', 73032, 73036), ('elle', 73147, 73151)]",elle,,
booknlp,COREF,40,herself,67591,67598,0,279,6,M_1517,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""","Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.",701,aligned,73028,73203,67483,67649,"Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--""","['elle-même', 'se', ""s'""]","[('elle', 73044, 73048)]",elle,73039,73041
booknlp,COREF,40,herself,67591,67598,0,279,6,M_1517,"And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.",">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. ~~~ Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.",702,aligned,73025,73356,67483,67753,">> Alors elle se mit a penser a d'autres enfants qu'elle connaissait et qui feraient d'assez jolis porcs, si seulement on savait la maniere de s'y prendre pour les metamorphoser. Elle etait en train de faire ces reflexions, lorsqu'elle tressaillit en voyant tout a coup le Chat assis a quelques pas de la sur la branche d'un arbre.","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, ""if one only knew the right way to change them--"" when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.","['elle-même', 'se', ""s'""]","[('elle', 73201, 73205)]",elle,73168,73170
