eng_text,fr_text,eng_context,fr_context,eng_mID
I,je,".

""_Un_important, of course, I meant,"" the King hastily sai","t, bien entendu, c'est ce que je voulais dire, >> repliqua l",M_3101
I,je,", ""after such a fall as this, I shall think nothing of tumbl",", << apres une chute pareille je ne me moquerai pas mal de d",M_50
I,je,ice little dog near our house I should like to show you! A l,n petit chien bien mignon que je voudrais vous montrer ! C'e,M_475
I,je,"some of _your_ adventures.""

""I could tell you my adventures","-unes de vos aventures. >>
<< Je pourrais vous conter mes av",M_2764
I,je,t everything's curious today. I think I may as well go in at,tout est curieux aujourd'hui. Je crois que je ferai bien d'e,M_1959
I,je,hat makes you forget to talk. I can't tell you just now what, vous fait oublier de causer. Je ne puis pas vous dire en ce,M_2319
I,je,"ere's the other ladder?--Why, I hadn't to bring but one; Bil",< Ou est l'autre echelle ? -- Je n'avais point qu'a en appor,M_892
I,je,"hat the moral of that is, but I shall remember it in a bit.""","st la morale de ce fait, mais je m'en souviendrai tout a l'h",M_2321
I,je,"rpillar.

""Not _quite_ right, I'm afraid,"" said Alice, timid","henille.

<< Pas tout a fait, je le crains bien, >> dit Alic",M_1137
I,je,"
""That's different from what _I_ used to say when I was a ch",'est tout different de ce que je recitais quand j'etais peti,M_2803
I,je,"e_,"" said Alice hastily; ""but I'm not looking for eggs, as i", dit Alice vivement ; << mais je ne cherche pas d'oeufs just,M_1268
I,je," to speak good English); ""now I'm opening out like the large", correctement) : << Voila que je m'allonge comme le plus gra,M_230
I,je,"y a pack of cards, after all. I needn't be afraid of them!""
","de cartes. Pourquoi en aurais-je peur ? >>
<< Et qui sont ce",M_2059
I,je,"m,) ""I'll give him sixpence. _I_ don't believe there's an at", donne une piece de dix sous. Je ne crois pas qu'il y ait un,M_3185
I,je,"one of the jury asked.

""That I can't remember,"" said the Ha","n des jures.

<< C'est ce que je ne peux pas me rappeler, >>",M_2988
I,je," to herself, rather sharply; ""I advise you to leave off this"," >> se dit Alice vivement. << Je vous conseille, Mademoisell",M_191
I,je,"ome fun now!"" thought Alice. ""I'm glad they've begun asking ","us amuser, >> pensa Alice. << Je suis bien aise qu'ils se me",M_1676
I,je,"un asking riddles.--I believe I can guess that,"" she added a","ttent a demander des enigmes. Je crois pouvoir deviner cela,",M_1677
I,je,"ou tell me, please, which way I ought to go from here?""

""Th","elle continua : << Dites-moi, je vous prie, de quel cote fau",M_1534
I,je,"that,"" continued the Hatter, ""I cut some more bread-and-butt"," >> continua le Chapelier, << je me coupai d'autres tartines",M_2986
I,je,"without even looking round.

""I'll fetch the executioner mys","e sans meme se retourner.

<< Je vais moi-meme chercher le b",M_2228
I,je," in a low, weak voice.

""Now, I give you fair warning,"" shou","voix basse et tremblante.

<< Je vous en previens ! >> cria ",M_2412
I,je,"n,"" the March Hare went on.

""I do,"" Alice hastily replied; ","a le Lievre.

<< C'est ce que je fais, >> repliqua vivement ",M_1687
I,je,"ake me for a dunce? Go on!""

""I'm a poor man,"" the Hatter we","ur un ane ? Continuez ! >>
<< Je suis un pauvre homme, >> co",M_2973
I,je," replied; ""at least--at least I mean what I say--that's the ",ivement Alice. << Du moins -- je veux dire ce que je dis ; c,M_1689
I,je,"t least--at least I mean what I say--that's the same thing, "," moins -- je veux dire ce que je dis ; c'est la meme chose, ",M_1690
I,je, might just as well say that 'I see what I eat' is the same ,"dire tout aussi bien que : << Je vois ce que je mange, >> es",M_1694
I,je, as well say that 'I see what I eat' is the same thing as 'I," bien que : << Je vois ce que je mange, >> est la meme chose",M_1695
I,je,"ike: they're both mad.""

""But I don't want to go among mad p","s deux sont fous. >>

<< Mais je ne veux pas frequenter des ",M_1552
I,je,"ou're mad.""

""How do you know I'm mad?"" said Alice.

""You mu"," >>
<< Comment savez-vous que je suis folle ? >> dit Alice.
",M_1558
I,je," much,"" she said to herself; ""I should think it would be _qu","rtant, >> se dit-elle, << car je pense qu'il serait tout aus",M_3088
I,je,"mber,"" remarked the King, ""or I'll have you executed.""

The "," observer le Roi ; << ou bien je vous fais executer. >>
Le m",M_2992
I,je,"tle yet?""

""No,"" said Alice. ""I don't even know what a Mock "," >>
<< Non, >> dit Alice ; << je ne sais meme pas ce que c'e",M_2442
I,je," upset the week before.

""Oh, I _beg_ your pardon!"" she excl","emaine precedente.



<< Oh ! je vous demande bien pardon ! ",M_3072
I,je, I'm sure _I_ shan't be able! I shall be a great deal too fa,le pourrai certainement pas ! Je serai bien trop loin pour m,M_239
I,je,"look at a king,"" said Alice. ""I've read that in some book, b","omme cela dans un livre, mais je ne me rappelle pas ou. >>
<",M_2216
I,je,"dn't try to find any. And yet I don't know,"" he went on, spr"," l'explication ; et cependant je ne sais pas trop, >> contin",M_3189
I,je, us both          go to law: _I_ will prosecute _you_.--Come,"
rencontra
dans le
logis :
<< Je crois
le moment
fort propic",M_625
I,je," will prosecute _you_.--Come, I'll take no          denial; ","e te faire
aller en justice.

Je ne
doute pas
du succes
Que ",M_626
I,je," I eat' is the same thing as 'I eat what I see'!""

""You migh",>> est la meme chose que : << Je mange ce que je vois. >> >>,M_1696
I,je,rial: For really this morning I've          nothing to do.' ,"mmencons
l'affaire.

Ce matin
je n'ai rien
a faire. >>
La So",M_627
I,je,"Alice; ""only, as it's asleep, I suppose it doesn't mind.""

T", << Mais comme il est endormi je suppose que cela lui est eg,M_1648
I,je,"tle, and to hear his history. I must go back and see after s",ter son histoire. Il faut que je m'en retourne pour veiller ,M_2464
I,je,"ail when I'm angry. Therefore I'm mad.""

""_I_ call it purrin","queue quand je me fache. Donc je suis fou. >>
<< J'appelle c",M_1577
I,je,"e was nothing on it but tea. ""I don't see any wine,"" she rem","s il n'y avait que du the. << Je ne vois pas de vin, >> fit-",M_1654
I,je,"s not mad. You grant that?""

""I suppose so,"" said Alice.

""W"," vous convenez de cela. >>
<< Je le suppose, >> dit Alice.

",M_1569
I,je,"ge the best way you can;--but I must be kind to them,"" thoug","rez. -- Il faut cependant que je sois bonne pour eux, >> pen",M_244
I,je,rhaps they won't walk the way I want to go! Let me see: I'll,peut-etre d'aller du cote que je voudrai. Ah ! je sais ce qu,M_246
I,je,"sing at the moment, ""My dear! I wish you would have this cat","t en ce moment : << Mon amie, je desirerais que vous fissiez",M_2222
I,je," you never had fits, my dear, I think?"" he said to the Queen","amais eu d'attaques de nerfs, je crois, mon epouse ? >> dit-",M_3208
I,je,"the same thing as 'I eat what I see'!""

""You might just as w","hose que : << Je mange ce que je vois. >> >>
<< Vous pourrie",M_1697
I,je," talking in his sleep, ""that 'I breathe when I sleep' is the","ler tout endormi, << que : << Je respire quand je dors, >> e",M_1702
I,je,"ney, and said to herself ""Now I can do no more, whatever hap","< A present c'est tout ce que je peux faire, quoi qu'il arri",M_808
I,je,"You know what to beautify is, I suppose?""

""Yes,"" said Alice","que c'est que << embellir, >> je suppose ? >>
<< Oui, >> dit",M_2577
I,je,"et it was certainly English. ""I don't quite understand you,""","ait parfaitement correcte. << Je ne vous comprends pas bien,",M_1741
I,je, this morning? I almost think I can remember feeling a littl,Je crois bien me rappeler que je me suis trouvee un peu diff,M_299
I,je,"t_ like?"" said Alice.

""Well, I can't show it you myself,"" t","cela ? >> dit Alice.

<< Ah ! je ne peux pas vous le montrer",M_2588
I,je,"ady? This is the driest thing I know. Silence all round, if ",rtance ; << etes-vous prets ? Je ne sais rien de plus sec qu,M_527
I,je,"her _me_,"" said the Duchess; ""I never could abide figures!"" "," paix, >> dit la Duchesse, << je n'ai jamais pu souffrir les",M_1428
I,je,"e, that there ought! And when I grow up, I'll write one--but","; il y aurait de quoi ! Quand je serai grande j'en ferai un,",M_823
I,je,"self,"" the Mock Turtle said: ""I'm too stiff. And the Gryphon",", >> dit la Fausse-Tortue, << je suis trop genee, et le Grif",M_2592
I,je,"r own children.

""How should _I_ know?"" said Alice, surprise",".

<< Comment voulez-vous que je le sache ? >> dit Alice ave",M_2063
I,je,"ng things!""

""It's a mineral, I _think_,"" said Alice.

""Of c","ses ! >>
<< C'est un mineral, je crois, >> dit Alice.

<< As",M_2363
I,je,"re ought! And when I grow up, I'll write one--but I'm grown ","e j'en ferai un, moi. -- Mais je suis deja bien grande ! >> ",M_824
I,je,"hess; ""and most of 'em do.""

""I don't know of any that do,"" "," et la plupart le font. >>
<< Je n'en connais pas un qui gri",M_1397
I,je,"thing _I_ ever heard!""

""Yes, I think you'd better leave off","plus embrouillant. >>
<< Oui, je crois que vous feriez bien ",M_2829
I,je,"plied: ""what's the answer?""

""I haven't the slightest idea,""","quelle est la reponse ? >>
<< Je n'en ai pas la moindre idee",M_1758
I,je,"it.""

""That's nothing to what I could say if I chose,"" the D",a n'est rien aupres de ce que je pourrais dire si je voulais,M_2385
I,je,"othing to what I could say if I chose,"" the Duchess replied,","de ce que je pourrais dire si je voulais, >> repondit la Duc",M_2386
I,je,e when I got up this morning? I almost think I can remember ,le ce matin en me levant ? -- Je crois bien me rappeler que ,M_298
I,je,st see what this bottle does. I do hope it'll make me grow l,"u'elle me fera regrandir, car je suis vraiment fatiguee de n",M_787
I,je," sleep, ""that 'I breathe when I sleep' is the same thing as "," << que : << Je respire quand je dors, >> est la meme chose ",M_1703
I,je," sleep' is the same thing as 'I sleep when I breathe'!""

""It",>> est la meme chose que : << Je dors quand je respire. >> >,M_1704
I,je,"e same thing as 'I sleep when I breathe'!""

""It _is_ the sam"," chose que : << Je dors quand je respire. >> >>
<< C'est en ",M_1705
I,je,"afraid of interrupting him,) ""I'll give him sixpence. _I_ do","ut peur de l'interrompre), << je lui donne une piece de dix ",M_3183
I,je," spoke, ""we were trying--""

""_I_ see!"" said the Queen, who h","re, << nous tachions -- >>
<< Je le vois bien ! >> dit la Re",M_2089
I,je," like a candle. I wonder what I should be like then?"" And sh",ne chandelle. Que deviendrais-je alors ? >> Et elle cherchai,M_173
I,je,en he finds out who I am! But I'd better take him his fan an,d il saura qui je suis ! Mais je ferai bien de lui porter se,M_746
I,je,e'll be when he finds out who I am! But I'd better take him ,era etonne quand il saura qui je suis ! Mais je ferai bien d,M_745
I,je,"ut altogether, like a candle. I wonder what I should be like"," donc, >> se disait Alice, << je pourrais bien finir par m'e",M_172
I,je,"he King repeated angrily, ""or I'll have you executed, whethe","le Roi en colere ; << ou bien je vous fais executer, que vou",M_2963
I,je,"d it and put it to her lips. ""I know _something_ interesting","t, >> se dit-elle, << lorsque je mange ou que je bois. Je va",M_782
I,je,"he said to herself, ""whenever I eat or drink anything; so I'","e, << lorsque je mange ou que je bois. Je vais voir un peu l",M_785
I,je,r I eat or drink anything; so I'll just see what this bottle,sque je mange ou que je bois. Je vais voir un peu l'effet de,M_786
I,je,"it out into the open air. ""If I don't take this child away w",ta dehors en plein air. << Si je n'emporte pas cet enfant av,M_1474
I,je," of present!"" thought Alice. ""I'm glad they don't give birth",pas cher ! >> pensa Alice. << Je suis bien contente qu'on ne,M_2395
I,je,"s wrong!"" sighed the Hatter. ""I told you butter wouldn't sui", Chapelier avec un soupir. << Je vous disais bien que le beu,M_1720
I,je,"s fan and gloves--that is, if I can find them."" As she said ","n eventail ; c'est-a-dire, si je les trouve. >> Ce disant, e",M_749
I,je,"the little glass table. ""Now, I'll manage better this time,""","able de verre.

<< Cette fois je m'y prendrai mieux, >> se d",M_1964
the Eaglet,l'Aiglon,"ies--""

""Speak English!"" said the Eaglet. ""I don't know the ",">>
<< Parlez francais, >> dit l'Aiglon ; << je ne comprends ",M_562
the Eaglet,l'Aiglon,"t believe you do either!"" And the Eaglet bent down its head ", les compreniez vous-meme. >> L'Aiglon baissa la tete pour c,M_564
the archbishop,l'archeveque,"rm. The question is, what did the archbishop find?""

The Mou","is il s'agit de savoir ce que l'archeveque trouva. >>
La Sou",M_550
her,la," went on without attending to her, ""if we had the door betwe"," l'ecouter, << si nous avions la porte entre nous deux. Par ",M_1328
her,la," with his head!"" or ""Off with her head!"" about once in a min",! >> ou bien : << Qu'on coupe la tete a celle-la ! >> une fo,M_2148
her,la," And oh, I wish you could see her after the birds! Why, she'", bien les souris ! Et si vous la voyiez courir apres les ois,M_687
her,la,to cats if you could only see her. She is such a dear quiet ,"h, notre chatte. Oh ! si vous la voyiez, je suis sure que vo",M_450
her,la,"ho was peeping anxiously into her face.

""Very,"" said Alice:","it aupres du Lapin Blanc, qui la regardait d'un oeil inquiet",M_2107
her,la,"tter.""

Here the Queen put on her spectacles, and began star","i ; je suis chapelier. >>
Ici la Reine mit ses lunettes, et ",M_2923
her,la,"he swam about, trying to find her way out. ""I shall be punis",utre pour tacher de sortir de la. << Je vais en etre punie s,M_396
her,la,"ffended. ""We won't talk about her any more if you'd rather n","ons plus si cela vous fait de la peine. >>
<< Nous ! dites-v",M_466
the Caterpillar,la chenille,"now.""

""I _don't_ know,"" said the Caterpillar.

Alice said n","comprends pas du tout, >> dit la Chenille.

Alice se tut ; e",M_1144
the Caterpillar,la chenille," from beginning to end,"" said the Caterpillar decidedly, and","s d'un bout a l'autre, >> dit la Chenille d'un ton decide ; ",M_1139
the Caterpillar,la chenille,"That is not said right,"" said the Caterpillar.

""Not _quite_","
<< Ce n'est pas cela, >> dit la Chenille.

<< Pas tout a fa",M_1136
the Caterpillar,la chenille,"are old, Father William_,"" to the Caterpillar, and the words", ou elle avait eu a repeter a la chenille : << Vous etes vie,M_2785
the Caterpillar,la chenille,"ell as she could.

""No,"" said the Caterpillar.

Alice though"," colere.

<< Non, >> repondit la Chenille.

Alice pensa qu'e",M_1097
the Caterpillar,la chenille,eak again. In a minute or two the Caterpillar took the hooka,bout de deux ou trois minutes la Chenille sortit le houka de,M_1168
the Caterpillar,la chenille,"at do you mean by that?"" said the Caterpillar sternly. ""Expl",entendez-vous par la ? >> dit la Chenille d'un ton severe. <,M_1044
the Caterpillar,la chenille,"remember _what_ things?"" said the Caterpillar.

""Well, I've ","ez pas vous souvenir ? >> dit la Chenille.

<< J'ai essaye d",M_1112
the Caterpillar,la chenille,"on't you?""

""Not a bit,"" said the Caterpillar.

""Well, perha","es. >>
<< Pas du tout, >> dit la Chenille.

<< Peut-etre ne ",M_1069
the Caterpillar,la chenille,"in.

""Keep your temper,"" said the Caterpillar.

""Is that all"," Ne vous emportez pas, >> dit la Chenille.

<< Est-ce tout ?",M_1093
the Caterpillar,la chenille,"nk of any good reason, and as the Caterpillar seemed to be i","bonne raison a donner, et que la Chenille avait l'air de tre",M_1087
the Caterpillar,la chenille," queer to _me_.""

""You!"" said the Caterpillar contemptuously"," a moi. >>
<< A vous ! >> dit la Chenille d'un ton de mepris",M_1075
the Caterpillar,la chenille,ce felt a little irritated at the Caterpillar's making such ,"peu irritee du parler bref de la Chenille, se redressa de to",M_1078
the Caterpillar,la chenille," old, Father William_,'"" said the Caterpillar.

Alice folded","ux, Pere Guillaume, >> >> dit la Chenille.

Alice croisa les",M_1115
the Duchess,la duchesse,ke from one end to the other: the Duchess was sitting on a t,de fumee d'un bout a l'autre. La Duchesse etait assise sur u,M_1370
the Duchess,la duchesse,o much of it in the air. Even the Duchess sneezed occasional,certainement trop dans l'air. La Duchesse elle-meme eternuai,M_1375
the Duchess,la duchesse,"ent tried.

""Very true,"" said the Duchess: ""flamingoes and m",".

<< C'est bien vrai, >> dit la Duchesse ; << les flamants ",M_2359
the Duchess,la duchesse,"

""It's a Cheshire cat,"" said the Duchess, ""and that's why. ","
<< C'est un Grimacon, >> dit la Duchesse ; << voila pourquo",M_1386
the Duchess,la duchesse,"ked.

""Right, as usual,"" said the Duchess: ""what a clear way","aison, comme toujours, >> dit la Duchesse ; << avec quelle c",M_2361
the Duchess,la duchesse,verything within her reach at the Duchess and the baby--the , qui lui tomba sous la main a la Duchesse et au bebe -- la p,M_1405
the Duchess,la duchesse,"s--""

""Talking of axes,"" said the Duchess, ""chop off her hea",aire des revolutions ! >> dit la Duchesse. << Qu'on lui coup,M_1417
the Duchess,la duchesse,"I quite agree with you,"" said the Duchess; ""and the moral of"," a fait de votre avis, >> dit la Duchesse, << et la morale e",M_2373
the Duchess,la duchesse,"what I could say if I chose,"" the Duchess replied, in a plea","re si je voulais, >> repondit la Duchesse d'un ton satisfait",M_2387
the Duchess,la duchesse,"as he came, ""Oh! the Duchess, the Duchess! Oh! won't she be "," dents : << Oh ! la Duchesse, la Duchesse ! Elle sera dans u",M_276
the Duchess,la duchesse," out loud.

""Thinking again?"" the Duchess asked, with anothe","core a reflechir ? >> demanda la Duchesse, avec un nouveau c",M_2397
the Duchess,la duchesse,"st about as much right,"" said the Duchess, ""as pigs have to ","eu pres le meme droit, >> dit la Duchesse, << que les cochon",M_2402
the Duchess,la duchesse,"e, to Alice's great surprise, the Duchess's voice died away,","tonnement d'Alice, la voix de la Duchesse s'eteignit au mili",M_2404
the Duchess,la duchesse,"g to himself as he came, ""Oh! the Duchess, the Duchess! Oh! ","ant entre ses dents : << Oh ! la Duchesse, la Duchesse ! Ell",M_275
the Duchess,la duchesse,"e King.

The next witness was the Duchess's cook. She carrie","oin, c'etait la cuisiniere de la Duchesse ; elle tenait la p",M_3021
the Duchess,la duchesse,"

""A fine day, your Majesty!"" the Duchess began in a low, we","temps, Votre Majeste ! >> fit la Duchesse, d'une voix basse ",M_2411
the Duchess,la duchesse,"""Oh, don't bother _me_,"" said the Duchess; ""I never could ab","! laissez-moi la paix, >> dit la Duchesse, << je n'ai jamais",M_1427
the Duchess,la duchesse,"put my arm round your waist,"" the Duchess said after a pause","utour de votre taille, >> dit la Duchesse apres une pause : ",M_2354
the Duchess,la duchesse,"nurse it a bit, if you like!"" the Duchess said to Alice, fli",loter si vous voulez ! >> dit la Duchesse a Alice : et a ces,M_1453
the Duchess,la duchesse,"in, you dear old thing!"" said the Duchess, as she tucked her"," bonne vieille fille ! >> dit la Duchesse, passant amicaleme",M_2294
the Duchess,la duchesse,"ark.

""Tut, tut, child!"" said the Duchess. ""Everything's got","savez pas grand'chose, >> dit la Duchesse.

Le ton sur leque",M_2324
the Duchess,la duchesse,"w--""

She had quite forgotten the Duchess by this time, and ","ait alors completement oublie la Duchesse, et tressaillit en",M_2311
the Duchess,la duchesse,"he time he had come back with the Duchess, it had entirely d",quand il revint accompagne de la Duchesse ; de sorte que le ,M_2286
the Duchess,la duchesse," close to her: first, because the Duchess was _very_ ugly; a","es d'elle ; d'abord parce que la Duchesse etait tres-laide, ",M_2332
the Duchess,la duchesse,"on a little.

""'Tis so,"" said the Duchess: ""and the moral of","ation.

<< C'est vrai, >> dit la Duchesse ; << et la morale ",M_2340
the Duchess,la duchesse,"lse to say but ""It belongs to the Duchess: you'd better ask ",dire que : << Il appartient a la Duchesse ; c'est elle que v,M_2274
the Mock Turtle,la fausse tortue,"hing.

""When we were little,"" the Mock Turtle went on at las","us etions petits, >> continua la Fausse Tortue d'un ton plus",M_2527
the Queen,la reine,bed its eyes: then it watched the Queen till she was out of ,"otta les yeux, puis il guetta la Reine jusqu'a ce qu'elle fu",M_2476
the Queen,la reine,"guests had taken advantage of the Queen's absence, and were ","es, profitant de l'absence de la Reine, se reposaient a l'om",M_2426
the Queen,la reine," of the court.

All this time the Queen had never left off s","e.

Pendant tout ce temps-la, la Reine n'avait pas cesse de ",M_2953
the Queen,la reine,ogs; and in a very short time the Queen was in a furious pas,t a qui aurait les herissons. La Reine entra bientot dans un,M_2147
the Queen,la reine,"ture.) ""Up, lazy thing!"" said the Queen, ""and take this youn","<< Debout ! paresseux, >> dit la Reine, << et menez cette pe",M_2460
the Queen,la reine,"ee, she came rather late, and the Queen said--""

""Get to you","e un peu tard, voyez-vous, et la Reine a dit -- >>
<< A vos ",M_2129
the Queen,la reine,"hey hurried back to the game, the Queen merely remarking tha","haterent de retourner au jeu, la Reine leur faisant simpleme",M_2428
the Queen,la reine,"""Get to your places!"" shouted the Queen in a voice of thunde"," >>
<< A vos places ! >> cria la Reine d'une voix de tonnerr",M_2131
the Queen,la reine,"tter, with an anxious look at the Queen, who was reading the","lancant un regard inquiet sur la Reine, qui lisait la liste ",M_3013
the Queen,la reine,"
""Let's go on with the game,"" the Queen said to Alice; and A","ntinuons notre partie, >> dit la Reine a Alice ; et Alice, t",M_2422
the Queen,la reine,"t take his head off outside,"" the Queen added to one of the ","lui la tete dehors, >> ajouta la Reine, s'adressant a un des",M_3018
the Queen,la reine,"t as yet had any dispute with the Queen, but she knew that i", ne s'etait pas disputee avec la Reine ; mais elle savait qu,M_2151
the Queen,la reine,"ot talk!"" said Five. ""I heard the Queen say only yesterday y", >> dit Cinq. << J'ai entendu la Reine dire pas plus tard qu,M_1989
the Queen,la reine,"very decidedly, and he called the Queen, who was passing at ","on tres-decide ; et il cria a la Reine, qui passait en ce mo",M_2220
the Queen,la reine,"y at the number of executions the Queen had ordered.

They v","grand nombre d'executions que la Reine avait ordonnees.

Ell",M_2456
the Queen,la reine,ll the time they were playing the Queen never left off quarr,"ie.

Tant que dura la partie, la Reine ne cessa de se querel",M_2430
the Queen ,la reine,"at. ""Do you play croquet with the Queen to-day?""

""I should ","<< Jouez-vous au croquet avec la Reine aujourd'hui ? >>
<< C",M_1583
the Queen,la reine,"the players, except the King, the Queen, and Alice, were in ","urs, a l'exception du Roi, de la Reine, et d'Alice, etaient ",M_2435
the Queen,la reine,"--and I should have croqueted the Queen's hedgehog just now,","it croquet sur le herisson de la Reine tout a l'heure, s'il ",M_2181
the Queen,la reine,"ne coming!""

""How do you like the Queen?"" said the Cat in a ","! >>
<< Est-ce que vous aimez la Reine ? >> dit le Chat a vo",M_2185
the Queen,la reine,"meal, and the shrill voice of the Queen ordering off her unf","amais, et la voix percante de la Reine envoyant a la mort se",M_3283
the Queen,la reine,"d he added in an undertone to the Queen, ""Really, my dear, _","a voix basse en s'adressant a la Reine : << Vraiment, mon am",M_3052
the Queen,la reine,"Alice.

""Come on, then,"" said the Queen, ""and he shall tell ","


<< Eh bien ! venez, >> dit la Reine, << et elle vous cont",M_2447
the Queen,la reine,"ice.

""Come on, then!"" roared the Queen, and Alice joined th","
<< Eh bien, venez ! >> hurla la Reine ; et Alice se joignit",M_2102
the Queen,la reine,"ve you fair warning,"" shouted the Queen, stamping on the gro","Je vous en previens ! >> cria la Reine, trepignant tout le t",M_2414
the Queen,la reine,"iled in reply.

""Idiot!"" said the Queen, tossing her head im","e reponse.

<< Idiot ! >> dit la Reine en rejetant la tete e",M_2047
the Queen,la reine,"ce looked round, eager to see the Queen.

First came ten sol","e retourna, desireuse de voir la Reine.

D'abord venaient de",M_2025
the Queen,la reine,"topped and looked at her, and the Queen said severely ""Who i","s'arreta pour la regarder, et la Reine dit severement : << Q",M_2044
the Queen,la reine,"he other, looking uneasily at the Queen, and in his confusio","pied sur l'autre en regardant la Reine d'un air inquiet, et,",M_2929
the Queen,la reine,"me was going on, as she heard the Queen's voice in the dista", entendait au loin la voix de la Reine qui criait de colere.,M_2236
the Queen,la reine,"

""And who are _these?_"" said the Queen, pointing to the thr"," Et qui sont ceux-ci ? >> dit la Reine, montrant du doigt le",M_2060
the Queen,la reine,"my dear, I think?"" he said to the Queen.

""Never!"" said the ","ois, mon epouse ? >> dit-il a la Reine.

<< Jamais ! >> dit ",M_3210
the Queen,la reine,"erse,"" said the Hatter, ""when the Queen jumped up and bawled",", >> dit le Chapelier, << que la Reine hurla : << Ah ! c'est",M_1824
the Queen,la reine," to tinkling sheep-bells, and the Queen's shrill cries to th",connaitrait les cris aigus de la Reine dans la voix percante,M_3293
the Queen,la reine,"ery loudly and decidedly, and the Queen was silent.

The Kin","tres-haut et d'un ton decide. La Reine se tut.

Le Roi lui p",M_2070
the Queen,la reine,"bout it.""

""She's in prison,"" the Queen said to the executio","<< Elle est en prison, >> dit la Reine au bourreau. << Qu'on",M_2278
the Queen,la reine," sentence of execution.

Then the Queen left off, quite out ","voir la tete tranchee.

Alors la Reine cessa le jeu toute ho",M_2437
the Queen,la reine,"ith one foot.

""Get up!"" said the Queen, in a shrill, loud v"," du pied.

<< Debout ! >> dit la Reine d'une voix forte et s",M_2078
the Queen,la reine," to the Queen.

""Never!"" said the Queen furiously, throwing ","la Reine.

<< Jamais ! >> dit la Reine d'un air furieux en j",M_3211
the Queen,la reine,"and began bowing to the King, the Queen, the royal children,","et se mirent a saluer le Roi, la Reine, les jeunes princes, ",M_2080
the Queen,la reine,"hat _proves_ his guilt,"" said the Queen.

""It proves nothing","prouve sa culpabilite, >> dit la Reine.

<< Cela ne prouve r",M_3152
the Queen,la reine," Alice.

""Off with her head!"" the Queen shouted at the top o", lui coupe la tete ! >> hurla la Reine de toutes ses forces.,M_3226
the Queen,la reine,"re trying--""

""_I_ see!"" said the Queen, who had meanwhile b",">
<< Je le vois bien ! >> dit la Reine, qui avait pendant ce",M_2090
the Queen,la reine,"ite one in by mistake; and if the Queen was to find it out, ","eurs blanches, par erreur. Si la Reine s'en apercevait nous ",M_2016
the Queen,la reine,"he executioner, the King, and the Queen, who were all talkin","entre le bourreau, le Roi, et la Reine, qui parlaient tous a",M_2259
the Queen,la reine,"ce looked up, and there stood the Queen in front of them, wi","r. Alice leva les yeux et vit la Reine en face d'elle, les b",M_2408
the Queen,la reine,"Nearly two miles high,"" added the Queen.

""Well, I shan't go","res de deux milles, >> ajouta la Reine.

<< Eh bien ! je ne ",M_3120
the Queen of Hearts,la reine de coeur,"at the great concert given by the Queen of Hearts, and I had"," a un grand concert donne par la Reine de Coeur, et j'eus a ",M_1813
the Mouse,la souris,"said the Duck.

""Found _it_,"" the Mouse replied rather cross","< Il trouva cela, >> repondit la Souris avec impatience. << ",M_547
the Mouse,la souris," dry very soon.

""Ahem!"" said the Mouse with an important ai","s bientot. >>
<< Hum ! >> fit la Souris d'un air d'importanc",M_526
the Mouse,la souris,"""You are not attending!"" said the Mouse to Alice severely. ""","Vous ne m'ecoutez pas, >> dit la Souris a Alice d'un air sev",M_634
the Mouse,la souris," up eagerly, half hoping that the Mouse had changed his mind","ssa de regarder, esperant que la Souris avait change d'idee ",M_709
the Mouse,la souris,"r.

""I beg your pardon!"" said the Mouse, frowning, but very ","ttait.

<< Pardon, >> demanda la Souris en froncant le sourc",M_535
the mouse,la souris,"         nothing to do.' Said the mouse to the cur, 'Such a ","atin
je n'ai rien
a faire. >>
La Souris
dit a
Canichon :
<< ",M_628
the Mouse,la souris,"n again in a ring, and begged the Mouse to tell them somethi"," On s'assit en rond autour de la Souris, et on la pria de ra",M_607
the Mouse,la souris,"ats.""

""Not like cats!"" cried the Mouse, in a shrill, passio","
<< Aimer les chats ! >> cria la Souris d'une voix percante ",M_438
the Mouse,la souris,"think?""

""I had _not!_"" cried the Mouse, sharply and very an","detour. >>
<< Detour ! >> dit la Souris d'un ton sec. << Cro",M_643
the Mouse,la souris,"rize herself, you know,"" said the Mouse.

""Of course,"" the D","lle ait un prix, elle, >> dit la Souris.

<< Comme de raison",M_592
the Mouse,la souris,"ed Alice again, for this time the Mouse was bristling all ov","ce, car cette fois le poil de la Souris s'etait tout herisse",M_464
the Mouse,la souris,"t once, in a large ring, with the Mouse in the middle. Alice","nde s'assit en rond autour de la Souris, sur qui Alice tenai",M_520
the Hatter,le Chapelier,"great hurry.

""You did!"" said the Hatter.

""I deny it!"" said","pre.

<< C'est vrai ! >> cria le Chapelier.

<< Je le nie ! ",M_2978
the Hatter,le Chapelier,".

""It _began_ with the tea,"" the Hatter replied.

""Of cours","mence par le the, >> repondit le Chapelier.

<< Je vous dis ",M_2969
the Hatter,le Chapelier,"

""I can't go no lower,"" said the Hatter: ""I'm on the floor,","ner plus bas que cela, >> dit le Chapelier ; << je suis deja",M_3005
the Hatter,le Chapelier,"eep.

""After that,"" continued the Hatter, ""I cut some more b",".

<< Apres cela, >> continua le Chapelier, << je me coupai ",M_2985
