eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
booknlp,COREF,40,she,138511,138514,0,787,12,M_3180,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence.",">> << Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >> << S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous.",1403,aligned,149178,149560,138340,138633,"Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >>
<< S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous. ","That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--""

""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence. ",elle,149413.0,149417.0
booknlp,COREF,40,she,138563,138566,0,787,12,M_3181,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence.",">> << Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >> << S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous.",1403,aligned,149178,149560,138340,138633,"Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >>
<< S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous. ","That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--""

""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence. ",elle,149413.0,149417.0
booknlp,COREF,367,him,138603,138606,15,787,12,M_3182,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence.",">> << Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >> << S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous.",1403,aligned,149178,149560,138340,138633,"Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >>
<< S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous. ","That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--""

""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence. ",lui,149528.0,149531.0
booknlp,COREF,367,I,138610,138611,15,787,12,M_3183,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence.",">> << Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >> << S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous.",1403,aligned,149178,149560,138340,138633,"Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >>
<< S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous. ","That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--""

""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence. ",je,149525.0,149527.0
booknlp,COREF,367,him,138620,138623,15,787,12,M_3184,"""That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--"" ""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence.",">> << Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >> << S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous.",1403,aligned,149178,149560,138340,138633,"Voila la piece de conviction la plus importante que nous ayons eue jusqu'a present, >> dit le Roi en se frottant les mains ; << ainsi, que le jury maintenant -- -- >>
<< S'il y a un seul des jures qui puisse l'expliquer, >> dit Alice (elle etait devenue si grande dans ces derniers instants qu'elle n'avait plus du tout peur de l'interrompre), << je lui donne une piece de dix sous. ","That's the most important piece of evidence we've heard yet,"" said the King, rubbing his hands; ""so now let the jury--""

""If any one of them can explain it,"" said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) ""I'll give him sixpence. ",lui,149528.0,149531.0
booknlp,COREF,367,I,138635,138636,15,787,12,M_3185,"_I_ don't believe there's an atom of meaning in it.""",Je ne crois pas qu'il y ait un atome de sens commun la-dedans.,1404,aligned,149561,149623,138634,138685,Je ne crois pas qu'il y ait un atome de sens commun la-dedans. ,"_I_ don't believe there's an atom of meaning in it.""",,,
booknlp,COREF,40,She,138731,138734,0,788,12,M_3186,"The jury all wrote down on their slates, ""_She_ doesn't believe there's an atom of meaning in it,"" but none of them attempted to explain the paper.",">> Tous les jures ecrivirent sur leurs ardoises : << Elle ne croit pas qu'il y ait un atome de sens commun la-dedans, >> mais aucun d'eux ne tenta d'expliquer la piece de vers.",1405,aligned,149627,149800,138688,138835,"Tous les jures ecrivirent sur leurs ardoises : << Elle ne croit pas qu'il y ait un atome de sens commun la-dedans, >> mais aucun d'eux ne tenta d'expliquer la piece de vers.
","The jury all wrote down on their slates, ""_She_ doesn't believe there's an atom of meaning in it,"" but none of them attempted to explain the paper.
",Elle,149677.0,149681.0
exp,exp_name,the king,the King,138873,138881,15,789,12,M_3187,"""If there's no meaning in it,"" said the King, ""that saves a world of trouble, you know, as we needn't try to find any.""","""<< Si elle ne signifie rien, >> dit le Roi, << cela nous epargne un monde d'ennuis, vous comprenez ; car il est inutile d'en chercher l'explication ;",1409,aligned,149805,149951,138838,138955,"Si elle ne signifie rien, >> dit le Roi, << cela nous epargne un monde d'ennuis, vous comprenez ; car il est inutile d'en chercher l'explication ; ","If there's no meaning in it,"" said the King, ""that saves a world of trouble, you know, as we needn't try to find any. ",le Roi,149838.0,149844.0
pdnc,qID,Q679-1,you,138915,138918,0,789,12,M_3188,"""If there's no meaning in it,"" said the King, ""that saves a world of trouble, you know, as we needn't try to find any.""","""<< Si elle ne signifie rien, >> dit le Roi, << cela nous epargne un monde d'ennuis, vous comprenez ; car il est inutile d'en chercher l'explication ;",1409,aligned,149805,149951,138838,138955,"Si elle ne signifie rien, >> dit le Roi, << cela nous epargne un monde d'ennuis, vous comprenez ; car il est inutile d'en chercher l'explication ; ","If there's no meaning in it,"" said the King, ""that saves a world of trouble, you know, as we needn't try to find any. ",vous,149886.0,149890.0
booknlp,COREF,367,I,138964,138965,15,789,12,M_3189,"""And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all.""","<< et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout.",1408,aligned,149952,150130,138956,139110,"et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout. ","And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all. ",je,149965.0,149967.0
booknlp,COREF,367,he,138979,138981,15,789,12,M_3190,"""And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all.""","<< et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout.",1408,aligned,149952,150130,138956,139110,"et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout. ","And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all. ",il,150078.0,150080.0
booknlp,COREF,367,his,139019,139022,15,789,12,M_3191,"""And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all.""","<< et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout.",1408,aligned,149952,150130,138956,139110,"et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout. ","And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all. ",ses,150035.0,150038.0
booknlp,COREF,367,I,139064,139065,15,789,12,M_3192,"""And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all.""","<< et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout.",1408,aligned,149952,150130,138956,139110,"et cependant je ne sais pas trop, >> continua-t-il en etalant la piece de vers sur ses genoux et les regardant d'un oeil ; << il me semble que j'y vois quelque chose, apres tout. ","And yet I don't know,"" he went on, spreading out the verses on his knee, and looking at them with one eye; ""I seem to see some meaning in them, after all. ",j',150095.0,150097.0
pdnc,qID,Q679-3,you,139141,139144,16,789,12,M_3193,"""you can't swim, can you?"" he added, turning to the Knave.",">> Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.",1407,aligned,150166,150250,139141,139198,"Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.
","you can't swim, can you?"" he added, turning to the Knave.
",Vous,150166.0,150170.0
pdnc,qID,Q679-3,you,139161,139164,16,789,12,M_3194,"""you can't swim, can you?"" he added, turning to the Knave.",">> Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.",1407,aligned,150166,150250,139141,139198,"Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.
","you can't swim, can you?"" he added, turning to the Knave.
",Vous,150166.0,150170.0
booknlp,COREF,367,he,139167,139169,15,789,12,M_3195,"""you can't swim, can you?"" he added, turning to the Knave.",">> Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.",1407,aligned,150166,150250,139141,139198,"Vous ne savez pas nager, n'est-ce pas ? >> ajouta-t-il en se tournant vers le Valet.
","you can't swim, can you?"" he added, turning to the Knave.
",il,150218.0,150220.0
exp,exp_name,the king,the King,139355,139363,15,791,12,M_3196,"""All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'""","<< Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. >>",1414,aligned,150401,150520,139330,139445,"Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. ","All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'",le Roi,150430.0,150436.0
booknlp,COREF,367,he,139369,139371,15,791,12,M_3197,"""All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'""","<< Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. >>",1414,aligned,150401,150520,139330,139445,"Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. ","All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'",il,150442.0,150444.0
booknlp,COREF,367,himself,139409,139416,15,791,12,M_3198,"""All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'""","<< Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. >>",1414,aligned,150401,150520,139330,139445,"Jusqu'ici c'est bien, >> dit le Roi ; et il continua de marmotter tout bas, << << Nous savons fort bien que c'est vrai. ","All right, so far,"" said the King, and he went on muttering over the verses to himself: ""'_We know it to be true_--'",,,
booknlp,COREF,367,him,139503,139506,15,791,12,M_3199,"""that's the jury, of course--'_I gave her one, they gave him two_--'""","C'est le jury qui dit cela, bien sur ! ~~~ << J'en donnai trois, elle en prit une ; >>",1413,aligned,150524,150603,139447,139513,"C'est le jury qui dit cela, bien sur ! << J'en donnai trois, elle en prit une ; ","that's the jury, of course--'_I gave her one, they gave him two_--'",,,
booknlp,COREF,367,he,139538,139540,15,791,12,M_3200,"""why, that must be what he did with the tarts, you know--""","justement, c'est la ce qu'il fit des tartes, vous comprenez. ~~~",1412,aligned,150608,150669,139515,139571,"justement, c'est la ce qu'il fit des tartes, vous comprenez. >","why, that must be what he did with the tarts, you know--""",il,150634.0,150636.0
pdnc,qID,Q681-2,you,139561,139564,0,791,12,M_3201,"""why, that must be what he did with the tarts, you know--""","justement, c'est la ce qu'il fit des tartes, vous comprenez. ~~~",1412,aligned,150608,150669,139515,139571,"justement, c'est la ce qu'il fit des tartes, vous comprenez. >","why, that must be what he did with the tarts, you know--""",vous,150653.0,150657.0
booknlp,COREF,367,him,139616,139619,15,792,12,M_3202,"""But, it goes on '_they all returned from him to you_,'"" said Alice.",">> << Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.",1416,aligned,150675,150746,139575,139642,"Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.
","But, it goes on '_they all returned from him to you_,'"" said Alice.
",,,
booknlp,COREF,367,you,139623,139626,15,792,12,M_3203,"""But, it goes on '_they all returned from him to you_,'"" said Alice.",">> << Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.",1416,aligned,150675,150746,139575,139642,"Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.
","But, it goes on '_they all returned from him to you_,'"" said Alice.
",vous,150724.0,150728.0
exp,exp_name,alice,Alice,139636,139641,0,792,12,M_3204,"""But, it goes on '_they all returned from him to you_,'"" said Alice.",">> << Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.",1416,aligned,150675,150746,139575,139642,"Mais vient ensuite : << Toutes revinrent d'eux a vous, >> >> dit Alice.
","But, it goes on '_they all returned from him to you_,'"" said Alice.
",Alice,150740.0,150745.0
exp,exp_name,the king,the King,139672,139680,15,793,12,M_3205,"""said the King triumphantly, pointing to the tarts on the table.""",""">> dit le Roi d'un air de triomphe, montrant du doigt les tartes qui etaient sur la table.""",1419,aligned,150778,150865,139667,139730,"dit le Roi d'un air de triomphe, montrant du doigt les tartes qui etaient sur la table.
","said the King triumphantly, pointing to the tarts on the table. ",le Roi,150782.0,150788.0
pdnc,qID,Q684-0,you,139810,139813,20,793,12,M_3206,"""you never had fits, my dear, I think?""","""Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ?""",1421,aligned,150959,151024,139810,139847,"Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ? ","you never had fits, my dear, I think?""",Vous,150959.0,150963.0
pdnc,qID,Q684-0,my dear,139830,139837,20,793,12,M_3207,"""you never had fits, my dear, I think?""","""Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ?""",1421,aligned,150959,151024,139810,139847,"Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ? ","you never had fits, my dear, I think?""",mon epouse,151012.0,151022.0
booknlp,COREF,367,I,139839,139840,15,793,12,M_3208,"""you never had fits, my dear, I think?""","""Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ?""",1421,aligned,150959,151024,139810,139847,"Vous n'avez jamais eu d'attaques de nerfs, je crois, mon epouse ? ","you never had fits, my dear, I think?""",je,151002.0,151004.0
booknlp,COREF,367,he,139849,139851,15,793,12,M_3209,he said to the Queen.,>> dit-il a la Reine.,1422,aligned,151028,151046,139849,139870,"dit-il a la Reine.
","he said to the Queen.
",il,151032.0,151034.0
exp,exp_name,the queen,the Queen,139860,139869,20,793,12,M_3210,he said to the Queen.,>> dit-il a la Reine.,1422,aligned,151028,151046,139849,139870,"dit-il a la Reine.
","he said to the Queen.
",la Reine,151037.0,151045.0
exp,exp_name,the queen,the Queen,139886,139895,20,794,12,M_3211,"said the Queen furiously, throwing an inkstand at the Lizard as she spoke.",>> dit la Reine d'un air furieux en jetant un encrier a la tete du Lezard.,1424,aligned,151063,151134,139881,139955,dit la Reine d'un air furieux en jetant un encrier a la tete du Lezard. ,"said the Queen furiously, throwing an inkstand at the Lizard as she spoke. ",la Reine,151067.0,151075.0
booknlp,COREF,843,she,139945,139948,20,794,12,M_3212,"said the Queen furiously, throwing an inkstand at the Lizard as she spoke.",>> dit la Reine d'un air furieux en jetant un encrier a la tete du Lezard.,1424,aligned,151063,151134,139881,139955,dit la Reine d'un air furieux en jetant un encrier a la tete du Lezard. ,"said the Queen furiously, throwing an inkstand at the Lizard as she spoke. ",,,
exp,exp_name,bill,Bill,139980,139984,31,794,12,M_3213,"(The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)","(Le malheureux Jacques avait cesse d'ecrire sur son ardoise avec un doigt, car il s'etait apercu que cela ne faisait aucune marque ; mais il se remit bien vite a l'ouvrage en se servant de l'encre qui lui decoulait le long de la figure, aussi longtemps qu'il y en eut.)",1434,aligned,151136,151403,139957,140167,"Le malheureux Jacques avait cesse d'ecrire sur son ardoise avec un doigt, car il s'etait apercu que cela ne faisait aucune marque ; mais il se remit bien vite a l'ouvrage en se servant de l'encre qui lui decoulait le long de la figure, aussi longtemps qu'il y en eut.)","The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)",,,
pdnc,qID,Q686-0,you,140198,140201,20,795,12,M_3214,"""Then the words don't _fit_ you,"" said the King, looking round the court with a smile.","<< Non, mon epouse, vous avez trop bon air, >> dit le Roi, promenant son regard tout autour de la salle et souriant.",1431,aligned,151408,151521,140171,140256,"Non, mon epouse, vous avez trop bon air, >> dit le Roi, promenant son regard tout autour de la salle et souriant. ","Then the words don't _fit_ you,"" said the King, looking round the court with a smile. ",vous,151425.0,151429.0
exp,exp_name,the king,the King,140209,140217,15,795,12,M_3215,"""Then the words don't _fit_ you,"" said the King, looking round the court with a smile.","<< Non, mon epouse, vous avez trop bon air, >> dit le Roi, promenant son regard tout autour de la salle et souriant.",1431,aligned,151408,151521,140171,140256,"Non, mon epouse, vous avez trop bon air, >> dit le Roi, promenant son regard tout autour de la salle et souriant. ","Then the words don't _fit_ you,"" said the King, looking round the court with a smile. ",le Roi,151456.0,151462.0
exp,exp_name,the king,the King,140298,140306,15,796,12,M_3216,"""It's a pun!"" the King added in an offended tone, and everybody laughed,","<< C'est un calembour, >> ajouta le Roi d'un ton de colere ; et tout le monde se mit a rire.",1428,aligned,151556,151645,140285,140356,"C'est un calembour, >> ajouta le Roi d'un ton de colere ; et tout le monde se mit a rire. ","It's a pun!"" the King added in an offended tone, and everybody laughed, ",le Roi,151586.0,151592.0
exp,exp_name,the king,the King,140396,140404,15,796,12,M_3217,"""Let the jury consider their verdict,"" the King said, for about the twentieth time that day.","<< Que le jury delibere, >> ajouta le Roi, pour a peu pres la vingtieme fois ce jour-la.",1426,aligned,151649,151734,140358,140449,"Que le jury delibere, >> ajouta le Roi, pour a peu pres la vingtieme fois ce jour-la.
","Let the jury consider their verdict,"" the King said, for about the twentieth time that day.
",le Roi,151681.0,151687.0
exp,exp_name,time,time,140435,140439,22,796,12,M_3218,"""Let the jury consider their verdict,"" the King said, for about the twentieth time that day.","<< Que le jury delibere, >> ajouta le Roi, pour a peu pres la vingtieme fois ce jour-la.",1426,aligned,151649,151734,140358,140449,"Que le jury delibere, >> ajouta le Roi, pour a peu pres la vingtieme fois ce jour-la.
","Let the jury consider their verdict,"" the King said, for about the twentieth time that day.
",,,
exp,exp_name,the queen,the Queen,140466,140475,20,797,12,M_3219,"""No, no!"" said the Queen.","<< Non, non, >> dit la Reine,",1436,aligned,151739,151765,140452,140476,"Non, non, >> dit la Reine, ","No, no!"" said the Queen. ",la Reine,151756.0,151764.0
exp,exp_name,alice,Alice,140543,140548,0,798,12,M_3220,"""Stuff and nonsense!"" said Alice loudly.",<< Cela n'a pas de bon sens ! >> dit tout haut Alice.,1427,aligned,151813,151863,140517,140556,Cela n'a pas de bon sens ! >> dit tout haut Alice. ,"Stuff and nonsense!"" said Alice loudly. ",Alice,151857.0,151862.0
pdnc,qID,Q690-0,your,140605,140609,0,799,12,M_3221,"""Hold your tongue!"" said the Queen, turning purple.","<< Taisez-vous, >> dit la Reine, devenant pourpre de colere.",1429,aligned,151924,151981,140600,140650,"Taisez-vous, >> dit la Reine, devenant pourpre de colere.
","Hold your tongue!"" said the Queen, turning purple.
",,,
exp,exp_name,the queen,the Queen,140624,140633,20,799,12,M_3222,"""Hold your tongue!"" said the Queen, turning purple.","<< Taisez-vous, >> dit la Reine, devenant pourpre de colere.",1429,aligned,151924,151981,140600,140650,"Taisez-vous, >> dit la Reine, devenant pourpre de colere.
","Hold your tongue!"" said the Queen, turning purple.
",la Reine,151944.0,151952.0
booknlp,COREF,40,I,140653,140654,0,800,12,M_3223,"""I won't!"" said Alice.","<< Je ne me tairai pas, >> dit Alice.",1430,aligned,151987,152021,140653,140674,"Je ne me tairai pas, >> dit Alice.
","I won't!"" said Alice.
",Je,151987.0,151989.0
exp,exp_name,alice,Alice,140668,140673,0,800,12,M_3224,"""I won't!"" said Alice.","<< Je ne me tairai pas, >> dit Alice.",1430,aligned,151987,152021,140653,140674,"Je ne me tairai pas, >> dit Alice.
","I won't!"" said Alice.
",Alice,152015.0,152020.0
exp,exp_name,the queen,the Queen,140697,140706,20,801,12,M_3226,the Queen shouted at the top of her voice.,>> hurla la Reine de toutes ses forces.,1437,aligned,152055,152091,140697,140739,hurla la Reine de toutes ses forces. ,the Queen shouted at the top of her voice. ,la Reine,152061.0,152069.0
booknlp,COREF,843,her,140729,140732,20,801,12,M_3227,the Queen shouted at the top of her voice.,>> hurla la Reine de toutes ses forces.,1437,aligned,152055,152091,140697,140739,hurla la Reine de toutes ses forces. ,the Queen shouted at the top of her voice. ,,,
booknlp,COREF,843,you,140770,140773,20,802,12,M_3228,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",vous,152214.0,152218.0
exp,exp_name,alice,Alice,140781,140786,0,802,12,M_3229,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",elle,152156.0,152160.0
booknlp,COREF,40,she,140789,140792,0,802,12,M_3230,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",elle,152156.0,152160.0
booknlp,COREF,40,her,140806,140809,0,802,12,M_3231,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",elle,152156.0,152160.0
exp,exp_name,time,time,140828,140832,22,802,12,M_3232,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",,,
booknlp,COREF,843,You,140836,140839,20,802,12,M_3233,"'""Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""'","'<< On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes !''",1438,aligned,152116,152250,140756,140871,"On se moque bien de vous, >> dit Alice (elle avait alors atteint toute sa grandeur naturelle). << Vous n'etes qu'un paquet de cartes ! ","Who cares for you?"" said Alice, (she had grown to her full size by this time.) ""You're nothing but a pack of cards!""",vous,152214.0,152218.0
